MLSNumber,Category,Status,Type,DOM,CDOM,ListDate,Agreement of Sale/Signed Lease Date,OffMarketDate,SettledDate,OriginalPrice,List Price,SoldPrice,StreetNumber,StreetDirection,StreetName,UnitNumber,City,State,ZipCode,County,MLSArea,Township,SchoolDistrict,Subdivision,ListAgentName,ListAgentCode,ListOfficeName,ListOfficeCode,ListOfficePhone,SellingAgent,SellingAgentCode,SellingOfficeName,SellingOfficeCode,SellingOfficePhone,SellerConcessionsAmount,FinalFinancing,FinalShortSale,FinalThirdPartyApproval,FinalBankOwned,TaxAnnualTotal,TaxYear,AcresTotal,LandUseCode,Ownership,Senior Community YN,Condo/Coop Assoc YN,HOA YN,One-TimeAssociationFee,AssociationFee,AssociationFeeFrequency,Age,InteriorSqFt,PropertyCondition,Bedrooms,BathsFull,BathsHalf,Design,Style,NumberofStories,FloorNumber,Basement YN,GarageSpaces,Fireplace YN,Laundry,Other Rooms,RoomCount,Central Air YN,Waterfront YN,New Construction YN,ModelName,AdditionalBankOwned,AdditionalThirdPartyApproval,AdditionalShortSale,BuyerBrokerCompensation,SubAgentCompensation,TransactionBrokerCompensation,OriginatingMLS,AboveGradeSqFt,BelowGradeSqFt,HomeBuilt,BasementFootprintPct,BasementFinishedPct 
VAAX250564,RES,Active,,29,29,09/03/2020,,,,"$925,000","$895,000",,688,S,Columbus,,Alexandria,VA,4158,ALEXANDRIACITYVA,,,,WASHINGTON SQUARE,Norman S Domingo,87221,XRealty.NET LLC,XRN1,(888) 838-9044,,,,,,,,,,,9024,2020,,016,Condominium,No,No,Yes,Monthly,595,Monthly,1979,2031,,3,3,1,ThreeandaHalf,Georgian,"Main,Upper1,Upper2,Upper3",,No,2,Yes,"DryerInUnit,UpprFlrLndry,WasherInUnit",,,Yes,No,No,,,,,2.5,,,BRIGHT,2031,0,,,
VAAR169036,RES,Active,,29,73,09/03/2020,,,,"$385,000","$370,000",,5544,,Lee,41-E,Arlington,VA,1623,ARLINGTONVA,,,,FOUNTAIN COURT,Candee Currie,3031816,Redfin Corporation,REFC1,(703) 485-1290,,,,,,,,,,,3143,2019,,,Condominium,No,Yes,No,,,,1987,923,,2,2,,Two,Traditional,"Main,Upper1",0,No,,Yes,"DryerInUnit,WasherInUnit",,,Yes,No,No,,,,,2.5,,,BRIGHT,923,0,,,
DCDC485124,RES,Active,,25,25,09/07/2020,,,,"$845,000","$825,000",,761,,Kenyon,4,Washington,DC,1696,WASHINGTONDC,,,,COLUMBIA HEIGHTS,Joshua D Ross,142978,RE/MAX Realty Services,RBE3,(240) 403-0400,,,,,,,,,,,6258,2019,,,Condominium,No,Yes,No,,,,1908,1461,Excellent,2,2,1,TwoandaHalf,Other,"Main,Upper1",2,No,,No,"UpprFlrLndry,WasherInUnit",,,Yes,No,No,,,,,2.5,2.5,,BRIGHT,1461,0,Excellent,,
VAFX1152818,RES,Active,,22,22,09/10/2020,,,,"$699,000","$695,000",,7940,,Bolling,,Alexandria,VA,1233,FAIRFAXVA,,,,WELLINGTON ESTATES,Catherine C Jouet,118607,KW Metro Center,KWR19,(703) 535-3610,,,,,,,,,,,7731,2020,0.24,132,FeeSimple,No,No,No,,,,1947,2431,,4,2,0,Two,Rancher,"Main,Upper1",,No,,Yes,"DryerInUnit,MainFlrLndry,WasherInUnit",,,Yes,No,No,,,,,3,,,BRIGHT,1742,689,,,
MDMC724188,RES,Active,,15,15,09/17/2020,,,,"$450,000","$450,000",,23507,,Derby Post,,Clarksburg,MD,4377,MONTGOMERYMD,,,,CLARKSBURG VILLAGE,Nathan Daniel Johnson,114974,Keller Williams Capital Properties,KWCP3,(703) 964-1290,,,,,,,,,,,4355,2020,0.03,,FeeSimple,No,No,Yes,Monthly,84,Monthly,2004,2100,,4,3,1,Four,Traditional,"Lower1,Main,Upper1,Upper2",,Yes,2,,,,,Yes,No,No,,,,,2.5,0,,BRIGHT,2100,,,,
VAAX249026,RES,Active,,24,24,09/08/2020,,,,"$319,500","$319,500",,3909,,Old Dominion,313,Alexandria,VA,1559,ALEXANDRIACITYVA,,,,ALEXANDRIA,Josh Dukes,3068808,KW Metro Center,KWR19,(703) 535-3610,,,,,,,,,,,3625,2020,,014,Condominium,No,Yes,No,,,,2010,1024,,2,1,,One,Contemporary,Main,1,No,,No,"DryerInUnit,HasLaundry,WasherInUnit",,,Yes,No,No,The Beckham,,,,2.5,,,BRIGHT,1024,0,,,
DCDC484286,RES,Active,,29,29,09/03/2020,,,,"$459,000","$459,000",,2700,,Virginia,708,Washington,DC,,WASHINGTONDC,,,,WATERGATE,Ginette R. Winston,9555,"Winston Real Estate, Inc.",WAW1,(202) 333-4167,,,,,,,,,,,0,2020,,,Cooperative,No,Yes,No,,,,1970,1045,Good,1,1,0,One,Other,"Lower1,Lower2,Main,Upper1,Upper2",3,No,,No,,,,Yes,No,No,,,,,3,3,,BRIGHT,1045,,Good,,
VAFX1152808,RES,Active,,21,21,09/09/2020,,,,"$509,000","$519,000",,1588,,Leeds Castle,102,Vienna,VA,5553,FAIRFAXVA,,,,WESTWOOD VILLAGE,Sepideh Farivar,61582,Samson Properties,SAMP14,(703) 378-8810,,,,,,,,,,,5027,2020,,038,Condominium,No,Yes,No,,,,2000,1530,Excellent,3,2,,Two,"Colonial,Transitional","Lower1,Main",1,No,,No,"DryerInUnit,WasherInUnit",,,Yes,No,No,,,,,3,,,BRIGHT,1530,0,Excellent,,
VAAX250208,RES,Active,,29,29,09/03/2020,,,,"$299,000","$284,990",,5340,,Holmes Run,704,Alexandria,VA,2819,ALEXANDRIACITYVA,,,,PAVILION ON THE PARK,Alphonso Arnold Jr.,79621,Berkshire Hathaway HomeServices PenFed Realty,PFED6,(703) 396-6000,,,,,,,,,,,2492,2020,,015,Condominium,No,Yes,No,,,,1967,1132,"Excellent,VeryGood,Good",2,2,,One,Contemporary,Main,7,No,,,,,8,Yes,No,No,,,,,2.5,,,BRIGHT,1132,0,"Excellent,VeryGood,Good",,
MDPG580140,RES,Active,,29,29,09/03/2020,,,,"$244,500","$244,500",,8600,,Elm,,Bowie,MD,3739,PRINCEGEORGESMD,,,,BOWIE,Carmen Gregg,3274058,Genstone Realty,GSTON1,(833) 396-0092,,,,,,,,,,,3289,2019,0.17,011,FeeSimple,No,No,No,,,,1982,1008,,3,1,,One,Rancher,Main,,No,,,,,,No,No,No,,,,,2.25,2.25,,BRIGHT,1008,0,,,
VAFX1152852,RES,Active,,16,16,09/16/2020,,,,"$925,000","$899,500",,11137,,Glade,,Reston,VA,4706,FAIRFAXVA,,,,RESTON,Mary C Bernard,61030,Century 21 Redwood Realty,RDWG8,(703) 790-1850,,,,,,,,,,,9241,2020,0.54,132,FeeSimple,No,No,Yes,Annually,700,Annually,1980,2898,,4,3,1,Two,Contemporary,"Lower1,Main,Upper1",,Yes,2,No,BsmtLaundry,,,Yes,No,No,,,,,2.5,,,BRIGHT,2898,0,,,
MDPG579946,RES,Active,,27,27,09/03/2020,,,,"$489,000","$459,000",,10111,,Rhode Island,,College Park,MD,1142,PRINCEGEORGESMD,,,,SUNNYSIDE,Moises Arias,23614,Fairfax Realty Premier,FXR3,(301) 439-9500,,,,,,,,,,,4886,2019,0.21,011,FeeSimple,No,No,No,,,,1970,2352,VeryGood,5,3,0,Two,SplitFoyer,"Lower1,Main",,Yes,,Yes,"BsmtLaundry,HasLaundry",,,Yes,No,No,,,,,2.25,0,,BRIGHT,1176,1176,VeryGood,,
VAFX1151764,RES,Active,,29,142,09/03/2020,,,,"$1,435,000","$1,397,500",,1512,,Emerson,,Mclean,VA,5707,FAIRFAXVA,,,,BRYN MAWR,Janet L Gresh,73259,Keller Williams Realty,KWR21,(703) 636-7300,,,,,,,,,,,12489,2020,0.4,132,FeeSimple,No,No,No,,,,2000,4688,,5,4,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,3,Yes,UpprFlrLndry,,,Yes,No,No,,,,,2.5,,,BRIGHT,3738,950,,,100
VALO420456,RES,Active,,29,29,09/03/2020,,,,"$440,000","$432,000",,43473,,Plantation,,Ashburn,VA,4610,LOUDOUNVA,,,,ASHBURN FARM,Abbie F Platt,3049143,"Pearson Smith Realty, LLC",PSTH1,(571) 386-1075,,,,,,,,,,,3750,2020,0.04,,FeeSimple,No,No,Yes,Monthly,98,Monthly,1989,1807,,3,3,1,Three,Other,"Lower1,Main,Upper1",,Yes,,,,,,Yes,No,No,,,,,3,,,BRIGHT,1447,360,,,
VAFX1152836,RES,Active,,28,28,09/04/2020,,,,"$365,000","$359,900",,4125,,Weeping Willow,142B,Chantilly,VA,3526,FAIRFAXVA,,,,WINDING BROOK,Mohammad S Mohammad,3053448,Samson Properties,SAMP1,(703) 378-8810,,,,,,,,,,,3243,2020,,075,Condominium,No,Yes,No,,,,1984,1294,,3,2,1,Three,Contemporary,"Lower1,Main,Upper1",1,Yes,,,,,,Yes,No,No,,,,,2.5,,,BRIGHT,1294,0,,,
VAFX1152798,RES,Active,,29,29,09/03/2020,,,,"$1,099,900","$1,099,900",,7690,,Morris,,Falls Church,VA,0,FAIRFAXVA,,,,LEE LANDING PARK,Hui Zhang,3011174,Samson Properties,SAMP1,(703) 378-8810,,,,,,,,,,,0,2020,0.05,147,FeeSimple,No,No,Yes,Monthly,100,Monthly,2020,3063,Excellent,4,4,1,Four,"Contemporary,LoftwithBedrooms","Main,Upper1,Upper2,Upper3",,No,2,,"Hookup,UpprFlrLndry",,,Yes,No,Yes,Onyx A,,,,3,,,BRIGHT,3063,0,Excellent,,
DCDC485104,RES,Active,,2,2,09/30/2020,,,,"$1,299,900","$1,299,900",,1231,,G,,Washington,DC,4423,WASHINGTONDC,,,,OLD CITY #1,Keri K Shull,145356,Optime Realty,OPMR1,(571) 260-0038,,,,,,,,,,,4541,2019,0.04,,FeeSimple,No,No,No,,,,1900,1230,,4,3,1,Three,"Craftsman,Victorian","Lower1,Main,Upper1",,Yes,,,,,,No,No,No,,,,,2.5,0,,BRIGHT,1230,0,,,
VAFX1152848,RES,Active,,29,403,09/03/2020,,,,"$865,315","$865,315",,9559,,Sanger,,Lorton,VA,,FAIRFAXVA,,,,NONE AVAILABLE,Robert H Myers,4288,RE/MAX Realty Services,RBE3,(240) 403-0400,,,,,,,,,,,0,2021,0.16,,FeeSimple,No,No,Yes,Monthly,130,Monthly,2021,3797,VeryGood,5,3,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,2,Yes,UpprFlrLndry,,,Yes,No,Yes,Colchester,,,,1.75,,,BRIGHT,2702,1095,VeryGood,,
MDMC723848,RES,Active,,29,29,09/03/2020,,,,"$399,900","$363,000",,22,,Courthouse,411,Rockville,MD,2339,MONTGOMERYMD,,,,TOWN CENTER,David A Moya,139062,KW Metro Center,KWR17,(703) 224-6000,,,,,,,,,,,4831,2019,,011,Condominium,No,Yes,No,,,,1991,1151,VeryGood,2,2,,Five,Traditional,"Main,Upper1",4,No,2,No,"DryerInUnit,UpprFlrLndry,WasherInUnit",,7,Yes,No,No,,,,,3,0,,BRIGHT,1151,0,VeryGood,,
VAFX1152264,RES,Active,,29,29,09/03/2020,,,,"$2,149,900","$2,149,900",,6649,,Hazel,,Mclean,VA,5114,FAIRFAXVA,,,,WEST GRASS RIDGE,Tom Francis,99166,Keller Williams Realty,KWR21,(703) 636-7300,,,,,,,,,,,9962,2020,0.35,132,FeeSimple,No,No,No,,,,2021,7000,Excellent,6,6,1,Three,Transitional,"Lower1,Main,Upper1",,Yes,3,,"Hookup,UpprFlrLndry",,,Yes,No,Yes,,,,,3,,,BRIGHT,5200,1800,Excellent,,
MDMC724126,RES,Active,,23,23,09/09/2020,,,,"$289,900","$274,900",,3624,,Castle,117-112,Silver Spring,MD,4747,MONTGOMERYMD,,,,VENTURA,Denis V Guma,3004048,RE/MAX Advantage Realty,RMA6,(240) 295-6000,,,,,,,,,,,2257,2019,,011,Condominium,No,Yes,No,,,,1982,1442,"Excellent,VeryGood",3,2,,Three,Colonial,"Lower1,Main,Upper1",,Yes,,No,,,,Yes,No,No,,,,,2.5,2.5,,BRIGHT,992,450,"Excellent,VeryGood",,
DCDC485112,RES,Active,,24,193,09/03/2020,,,,"$515,999","$515,999",,804,,Taylor,401,Washington,DC,5969,WASHINGTONDC,,,,PETWORTH,Margaret M Ferris,2379,Compass,COMPS2,(301) 298-1001,,,,,,,,,,,0,2019,,,Condominium,No,Yes,No,,,,1957,886,,2,2,,One,Contemporary,Main,4,No,,,,,,Yes,No,No,,,,,2.5,2.5,,BRIGHT,886,0,,,
MDMC723224,RES,Active,,29,29,09/03/2020,,,,"$214,000","$214,000",,10201,,Grosvenor,316,Rockville,MD,4607,MONTGOMERYMD,,,,GROSVENOR PARK,Ronald S Sitrin,5324,"Long & Foster Real Estate, Inc.",LNG147,(202) 364-1300,,,,,,,,,,,2046,2020,,,Condominium,No,Yes,No,,,,1964,882,,1,1,,One,Traditional,Main,,No,,No,,,,Yes,No,No,,,,,2.5,0,,BRIGHT,882,0,,,
VAFX1152204,RES,Active,,23,23,09/09/2020,,,,"$1,625,000","$1,625,000",,6900,,Fleetwood,710,Mclean,VA,3699,FAIRFAXVA,,,,THE SIGNET,Christopher R Wilkes,17189,"Washington Fine Properties, LLC",WFP4,(703) 317-7000,,,,,,,,,,,16895,2020,,064,Condominium,No,Yes,No,,,,2018,1782,,2,2,,One,"BeauxArts,Traditional",Main,7,No,2,No,,,6,Yes,No,No,,,,,3,,,BRIGHT,1782,0,,,
VALO419186,RES,Active,,1,1,09/23/2020,,,,"$799,990","$799,990",,39505,,Stonestreet Farm,,Aldie,VA,1860,LOUDOUNVA,,,,ALDIE,Andrea Vaccarelli,3109020,"Pearson Smith Realty, LLC",PSTH1,(571) 386-1075,,,,,,,,,,,8361,2020,6.44,,FeeSimple,No,No,No,,,,2008,3726,VeryGood,4,4,1,Three,"Bungalow,CabinLodge,Chalet,LogHome,Other",Main,,Yes,2,Yes,,,,Yes,No,No,,,,,2.5,,,BRIGHT,3726,0,VeryGood,,
VALO420472,RES,Active,,29,29,09/03/2020,,,,"$490,000","$490,000",,722,N,Amelia,,Sterling,VA,3828,LOUDOUNVA,,,,A J SMITH LAND,Lusmila J Ary,104204,America's Choice Realty,AMCH1,(571) 282-3667,,,,,,,,,,,4165,2020,0.19,,FeeSimple,No,No,No,,,,1971,1540,,4,4,1,Two,Colonial,"Lower1,Main",,Yes,,,,,,Yes,No,No,,,,,2.5,,,BRIGHT,1204,336,,,
MDMC723134,RES,Active,,28,64,09/04/2020,,,,"$600,000","$600,000",,106,E,Deer Park,,Gaithersburg,MD,2013,MONTGOMERYMD,,,,GAITHERSBURG TOWN,Deren J Blessman,142229,Keller Williams Capital Properties,KWCP4,(301) 251-1221,,,,,,,,,,,4404,2019,0.34,011,FeeSimple,No,No,No,,,,1954,2496,Excellent,4,3,,Three,Rancher,"Lower1,Lower2,Main",1,Yes,1,Yes,BsmtLaundry,,,Yes,No,No,,,,,2.5,0,,BRIGHT,1996,500,Excellent,,
MDHW284676,RES,Active,,15,15,09/17/2020,,,,"$492,500","$492,500",,7518,,Red Cravat,,Columbia,MD,2450,HOWARDMD,,,,DICKINSON,Barbara N Seely,24379,"Long & Foster Real Estate, Inc.",LNG21,(410) 730-3456,,,,,,,,,,,5644,2019,0.11,010,FeeSimple,No,No,Yes,Annually,1171.19,Annually,1985,2110,,4,3,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,1,,,,,Yes,No,No,,,,,2.5,2.5,,BRIGHT,1710,400,,,
VAAX250444,RES,Active,,29,154,09/03/2020,,,,"$1,775,000","$1,775,000",,725,,Timber Branch,,Alexandria,VA,3623,ALEXANDRIACITYVA,,,,BRADDOCK HEIGHTS,Christopher R Hayes,80337,"McEnearney Associates, Inc.",MCE1,(703) 549-9292,,,,,,,,,,,16716,2020,0.38,022,FeeSimple,No,No,No,,,,1930,4512,Excellent,5,5,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,1,Yes,,,,Yes,No,No,,,,,2.5,,,BRIGHT,3680,832,Excellent,,
MDMC724000,RES,Active,,29,29,09/03/2020,,,,"$799,950","$799,950",,23210,,Robin Song,,Clarksburg,MD,4487,MONTGOMERYMD,,,,CLARKSBURG VILLAGE,David D Palmer,4527,RE/MAX Premiere Selections,RPC1,(301) 299-1000,,,,,,,,,,,8966,2019,0.14,011,FeeSimple,No,No,Yes,Monthly,84,Monthly,2006,6472,VeryGood,5,4,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,2,Yes,,,,Yes,No,No,,,,,2.5,2.5,,BRIGHT,4672,1800,VeryGood,,
VAFX1152802,RES,Active,,20,20,09/10/2020,,,,"$725,000","$725,000",,6502,,Legendgate,,Burke,VA,4299,FAIRFAXVA,,,,NONE AVAILABLE,Suvda Villarroel,3108216,KW Metro Center,KWR19,(703) 535-3610,,,,,,,,,,,7556,2020,0.08,132,FeeSimple,No,No,Yes,Monthly,145,Monthly,1994,3048,,4,3,1,Four,Colonial,"Lower1,Main,Upper1,Upper2",,Yes,2,,,,,Yes,No,No,,,,,2.5,,,BRIGHT,2174,874,,,
VAAR168976,RES,Active,,29,29,09/03/2020,,,,"$335,000","$330,000",,1300,,Army Navy,429,Arlington,VA,2042,ARLINGTONVA,,,,HORIZON HOUSE,Alexander W Hollyer,3100951,KW Metro Center,KWR9,(703) 564-4000,,,,,,,,,,,2777,2020,,004,Condominium,No,Yes,No,,,,1965,900,,1,1,,One,Traditional,Main,4,No,1,,,,,Yes,No,No,,,,,2.5,,,BRIGHT,900,0,,,
VAFX1151538,RES,Active,,29,29,09/03/2020,,,,"$299,900","$289,900",,2230,,George C Marshall,607,Falls Church,VA,2576,FAIRFAXVA,,,,RENAISSANCE AT TYSONS,Katie E Wethman,139274,Keller Williams Realty,KWR21,(703) 636-7300,,,,,,,,,,,3138,2020,,050,Condominium,No,Yes,No,,,,1987,888,VeryGood,2,1,,One,Contemporary,Main,6,No,,No,"DryerInUnit,WasherInUnit",,,Yes,No,No,,,,,3,,,BRIGHT,888,0,VeryGood,,
MDMC723084,RES,Active,,29,29,09/03/2020,,,,"$625,000","$625,000",,9707,,Old Georgetown Rd,2614,Bethesda,MD,,MONTGOMERYMD,,,,MAPLEWOOD PARK PLACE,Tsion Wudineh Zewdie,3306450,MPP Realty,MPPR1,(301) 571-7444,,,,,,,,,,,1913,2020,,,Cooperative,Yes,Yes,No,,,,1996,1050,,2,2,0,One,"Traditional,Transitional,CondoUnit",Main,6,No,1,No,"DryerInUnit,MainFlrLndry,WasherInUnit",,7,No,No,No,,,,,3,3,,BRIGHT,1050,,,,
VAFX1152370,RES,Active,,29,29,09/03/2020,,,,"$425,000","$409,900",,1346,,Garden Wall,514,Reston,VA,1981,FAIRFAXVA,,,,BALDWIN GROVE,Scott A MacDonald,44294,"RE/MAX Gateway, LLC",RMAX110,(703) 652-5760,,,,,,,,,,,3806,2020,,038,Condominium,No,Yes,Yes,Monthly,59,Monthly,1993,1116,,2,2,,Three,Contemporary,"Main,Upper1",,No,,Yes,,,,Yes,No,No,,,,,2.5,,,BRIGHT,1116,0,,,
DCDC484978,RES,Active,,29,29,09/03/2020,,,,"$429,900","$429,900",,853,,51St,,Washington,DC,5832,WASHINGTONDC,,,,MARSHALL HEIGHTS,John M Spicer,72589,"Matthew Spicer Real Estate, LLC",MSPI1,(301) 887-1000,,,,,,,,,,,0,2019,0.08,,FeeSimple,No,No,No,,,,1940,1488,,3,2,0,Two,Federal,"Lower1,Main,Upper1",,Yes,,,,,,Yes,No,No,,,,,2.5,0,,BRIGHT,1044,444,,,
VAFX1152742,RES,Active,,28,28,09/04/2020,,,,"$499,000","$480,000",,12303,,Fan Shell,,Reston,VA,1105,FAIRFAXVA,,,,RESTON,Tina R Metzger,3111914,Keller Williams Realty,KWR4,(703) 815-5700,,,,,,,,,,,4186,2020,0.08,132,FeeSimple,No,No,Yes,Quarterly,171,Quarterly,1977,996,VeryGood,5,2,1,Two,SplitFoyer,"Lower1,Main",,Yes,,No,BsmtLaundry,,,Yes,No,No,,,,,3,,,BRIGHT,996,0,VeryGood,,
DCDC479444,RES,Active,,29,29,09/03/2020,,,,"$475,000","$475,000",,700,,New Hampshire,712,Washington,DC,,WASHINGTONDC,,,,WATERGATE,Daniel M Schuler,3029625,Compass,COMPS2,(301) 298-1001,,,,,,,,,,,0,2019,,,Cooperative,No,Yes,No,,,,1971,932,,1,1,,One,CondoUnit,Main,7,No,,,,,,Yes,No,No,,,,,3,3,,BRIGHT,932,,,,
VAFX1150952,RES,Active,,15,15,09/17/2020,,,,"$699,900","$699,900",,1124,,Alden,,Alexandria,VA,2554,FAIRFAXVA,,,,PLYMOUTH HAVEN,Jennifer L Molden,3070621,Coldwell Banker Realty,CBRB54,(703) 518-8300,,,,,,,,,,,6927,2020,0.27,132,FeeSimple,No,No,No,,,,1963,2040,Average,5,2,1,Two,Colonial,"Main,Upper1",1,No,,No,MainFlrLndry,,,Yes,No,No,,,,,3,,,BRIGHT,2040,0,Average,,
MDMC724012,RES,Active,,24,24,09/08/2020,,,,"$195,000","$195,000",,13207,,Chalet,5-101,Germantown,MD,2330,MONTGOMERYMD,,,,FARMINGDALE,Kassandra S Cardozo,146699,"Spring Hill Real Estate, LLC.",SHIL1,(703) 891-4520,,,,,,,,,,,1657,2019,,011,Condominium,No,Yes,No,,,,1989,1049,,2,2,,Four,Colonial,Main,1,No,,Yes,,,,Yes,No,No,,,,,2.25,2,,BRIGHT,1049,0,,,
VAFX1152766,RES,Active,,29,127,09/03/2020,,,,"$1,874,000","$1,874,000",,10918,,Woodfair,,Fairfax Station,VA,1607,FAIRFAXVA,,,,FAIRWOOD ACRES,Brian Wilson,3044317,EXP Realty,EXXPR1,(833) 335-7433,,,,,,,,,,,14999,2020,4.89,,FeeSimple,No,No,No,,,,2019,9259,Excellent,6,5,2,Three,Traditional,"Main,Upper1",,Yes,4,Yes,"DryerInUnit,HasLaundry,Hookup,UpprFlrLndry,WasherInUnit",,,Yes,No,No,,,,,2.5,,,BRIGHT,9259,0,Excellent,,
VAFX1152746,RES,Active,,29,29,09/03/2020,,,,"$659,900","$659,900",,7846,,Thor,,Annandale,VA,1436,FAIRFAXVA,,,,HOLMES RUN VILLAGE,Lien T Tran,13762,"Maximum Realty, LC",MXMR1,(703) 914-9090,,,,,,,,,,,6323,2020,0.23,132,FeeSimple,No,No,Yes,Annually,80,Annually,1981,1560,,4,2,2,Three,Colonial,"Lower1,Main,Upper1",,Yes,1,,,,,Yes,No,No,,,,,2.5,,,BRIGHT,1560,0,,,
VALO420312,RES,Active,,28,28,09/04/2020,,,,"$719,900","$719,900",,43767,,Carrleigh,,Ashburn,VA,5627,LOUDOUNVA,,,,CANTERBURY,Paul G Bedewi,105390,Keller Williams Realty,KWR18,(703) 430-9008,,,,,,,,,,,6548,2020,0.14,,FeeSimple,No,No,Yes,Quarterly,340,Quarterly,2004,3864,VeryGood,5,3,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,2,Yes,"LowFlrLndry,UpprFlrLndry",,,Yes,No,No,Canterbury,,,,2.5,,,BRIGHT,3060,804,VeryGood,,
VAFX1149010,RES,Active,,29,29,09/03/2020,,,,"$2,499,900","$2,499,900",,8523,,Georgetown,,Mclean,VA,1204,FAIRFAXVA,,,,GASCH PROPERTY,Daan De Raedt,146438,Property Collective,PROPCOL1,(703) 253-8505,,,,,,,,,,,18816,2020,2.21,132,FeeSimple,No,No,No,,,,1985,6290,Excellent,6,5,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,5,Yes,"HasLaundry,MainFlrLndry",,,Yes,No,No,,,,,2.5,,,BRIGHT,4854,1436,Excellent,,
VAAX250332,RES,Active,,29,29,09/03/2020,,,,"$489,000","$489,000",,5206,,Maris,,Alexandria,VA,1904,ALEXANDRIACITYVA,,,,PARKSIDE AT ALEXANDRIA,Yony Kifle,3027966,KW Metro Center,KWR9,(703) 564-4000,,,,,,,,,,,4426,2020,,014,Condominium,No,Yes,No,,,,1963,1350,,3,3,,Two,Colonial,"Main,Upper1",1,No,,,,,,Yes,No,No,,,,,2,,,BRIGHT,1350,0,,,
MDMC724030,RES,Active,,21,21,09/11/2020,,,,"$639,990","$629,990",,14504,,Pioneer Hills,,Darnestown,MD,3117,MONTGOMERYMD,,,,PIONEER HILLS,Amanda Lee Seebadan,3033247,Compass,COMPS2,(301) 298-1001,,,,,,,,,,,5873,2019,0.89,011,FeeSimple,No,No,No,,,,1979,3633,,4,2,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,2,Yes,MainFlrLndry,,,Yes,No,No,,,,,2.5,2.5,,BRIGHT,2328,1305,,,90
VAFX1152736,RES,Active,,29,29,09/03/2020,,,,"$499,800","$499,800",,8380,,Greensboro,706,Mclean,VA,3521,FAIRFAXVA,,,,ROTONDA,Auria Kharazmi,3100166,Samson Properties,SAMP13,(240) 630-8689,,,,,,,,,,,4092,2020,,051,Condominium,No,Yes,No,,,,1980,1221,,2,1,1,One,Contemporary,Main,7,No,,,,,,Yes,No,No,,,,,2.5,,,BRIGHT,1221,0,,,
VAFX1152192,RES,Active,,29,29,09/03/2020,,,,"$247,000","$247,000",,4116,,Winter Harbor,130-C,Chantilly,VA,3559,FAIRFAXVA,,,,WINDING BROOK,Ritu A Desai,95939,Samson Properties,SAMP1,(703) 378-8810,,,,,,,,,,,2477,2020,,075,Condominium,No,Yes,No,,,,1984,1142,,2,1,,One,Traditional,Main,1,No,,Yes,"DryerInUnit,WasherInUnit",,,Yes,No,No,Chesapeake,,,,2.5,,,BRIGHT,1142,0,,,
DCDC484562,RES,Active,,29,29,09/03/2020,,,,"$1,150,000","$1,150,000",,1760,,Corcoran,A,Washington,DC,2406,WASHINGTONDC,,,,DUPONT,Warren J Kluth,44293,"Long & Foster Real Estate, Inc.",LNG83,(703) 790-1990,,,,,,,,,,,8161,2019,,,Condominium,No,Yes,No,,,,1885,2002,VeryGood,2,2,1,Two,Victorian,"Lower1,Main",1,No,,,,,,Yes,No,No,,,,,2.5,0,,BRIGHT,2002,0,VeryGood,,
VAPW503892,RES,Active,,21,21,09/03/2020,,,,"$299,900","$299,900",,4537,,Canary,,Woodbridge,VA,1849,PRINCEWILLIAMVA,,,,TOWNS OF FOREST HILLS,Hameedullah Virk,97032,Samson Properties,SAMP4,(703) 378-8810,,,,,,,,,,,2937,2020,0.03,144,FeeSimple,No,No,Yes,Monthly,60.5,Monthly,1984,1412,,3,2,1,Two,Colonial,"Main,Upper1",,No,,No,MainFlrLndry,,,Yes,No,No,,,,,2.5,,,BRIGHT,1412,0,,,
VAMP114254,RES,Active,,29,29,09/03/2020,,,,"$299,900","$299,900",,8532,,Sandstone,,Manassas Park,VA,2391,MANASSASPARKCITYVA,,,,BRANDY STATION,Jose B Barrientos,89093,JB Home Realty LLC,JBHR1,(703) 366-2877,,,,,,,,,,,3917,2020,0.04,,FeeSimple,No,No,Yes,Quarterly,135,Quarterly,1986,1232,Good,3,3,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,,No,,,,Yes,No,No,,,,,2.5,,,BRIGHT,1232,0,Good,,
MDMC724060,RES,Active,,20,20,09/03/2020,,,,"$670,000","$689,000",,14840,,Potomac Corner,,Rockville,MD,3985,MONTGOMERYMD,,,,POTOMAC COUNTRY CORNER,Hanna G Wang,91773,"Prostage Realty, LLC",PSTA1,(240) 398-8102,,,,,,,,,,,7640,2019,0.05,011,FeeSimple,No,No,Yes,Monthly,197,Monthly,2006,2405,VeryGood,4,3,2,Four,Colonial,"Lower1,Main,Upper1,Upper2",,Yes,2,Yes,,,,Yes,No,No,,,,,2.5,0,,BRIGHT,1920,485,VeryGood,,
